Shipment ID,Container ID,Timestamp,Date,Time,Product Category,Product Name,Vehicle Type,Origin City,Destination City,Transport Mode,Latitude,Longitude,Temperature,Humidity,Battery,Shock,Vibration,Delay Hours,Sensor Status,Weather,Driver ID,Route ID,Trip Distance,Trip Duration,Fuel Consumption
SHP-C25D5A125E60,CTR-E7C77EB82A,2026-06-27 00:27:06,2026-06-27,00:27:06,Frozen Foods,Frozen Meat,Insulated Container,Srinagar,Varanasi,Road,30.454314,79.290144,2.26,44.16,65.39,76.78,5.26,4.03,Warning,Cold Wave,DRV-ACBE7749,RTE-C44F9F47,1122.64,34.38,182.53
SHP-A5350AD96137,CTR-4B05B7DE92,2026-07-09 10:16:06,2026-07-09,10:16:06,Seafood,Salmon,Insulated Container,Surat,Chennai,Rail,17.246858,75.895033,2.08,42.17,61.37,49.24,2.011,3.55,Active,Fog,DRV-7220A4B3,RTE-9833B651,1274.08,50.03,192.92
SHP-93329A65FC6A,CTR-8E719C2F4A,2026-05-26 08:01:06,2026-05-26,08:01:06,Frozen Foods,Frozen Pizza,Cold Storage Container,Delhi,Kochi,Road,19.163647,77.196339,0.51,40.82,88.89,119.29,4.815,2.88,Active,Fog,DRV-65923F23,RTE-BFCE1711,499.48,35.09,117.59
SHP-9F9F5AB44E26,CTR-A8557E9BC2,2026-07-02 09:07:06,2026-07-02,09:07:06,Bakery Products,Bread,Refrigerated Truck,Noida,Visakhapatnam,Rail,22.54797,80.042619,7.2,50.68,84.55,3.71,2.787,23.29,Warning,Cold Wave,DRV-12817D8E,RTE-69A8C9B9,791.09,46.92,163.23
SHP-13AB5C6C777C,CTR-8F85374EE9,2026-05-28 09:37:06,2026-05-28,09:37:06,Seafood,Salmon,Cold Storage Container,Ahmedabad,Hyderabad,Sea,20.165117,75.921554,4.44,35.35,19.44,83.5,4.688,11.08,Warning,Heatwave,DRV-02915AA8,RTE-165AA402,2013.72,75.82,465.91
SHP-A5C3A3E69FD5,CTR-EAC4BC065D,2026-07-03 21:50:06,2026-07-03,21:50:06,Frozen Foods,Frozen Pizza,Refrigerated Truck,Indore,Patna,Air,24.233894,80.117743,2.88,20.11,66.63,24.76,3.206,15.56,Warning,Cold Wave,DRV-43DD4565,RTE-F3983E21,1164.41,10.15,220.38
SHP-855011AF49AF,CTR-3FD10BB29D,2026-06-14 03:03:06,2026-06-14,03:03:06,Fresh Vegetables,Broccoli,Mini Reefer Truck,Varanasi,Bhubaneswar,Road,22.644493,84.294386,0.69,48.93,68.48,110.48,4.788,17.8,Warning,Fog,DRV-034001FF,RTE-A7847DAB,993.1,45.08,115.22
SHP-1D96BFA02E13,CTR-C1CBB389E7,2026-05-20 08:54:06,2026-05-20,08:54:06,Medicines,Paracetamol Syrup,Insulated Container,Gurugram,Chandigarh,Sea,29.912993,77.322253,-1.49,37.02,72.61,12.95,12.823,0.07,Active,Heatwave,DRV-10CE8C89,RTE-5DA26D0B,2008.96,72.18,332.54
SHP-6F13A699E00B,CTR-48E6030EF1,2026-07-16 22:54:06,2026-07-16,22:54:06,Frozen Foods,Frozen Peas,Reefer Trailer,Ranchi,Siliguri,Sea,25.005076,86.378374,0.81,42.97,88.4,75.23,8.484,0.74,Active,Heatwave,DRV-AB9FC042,RTE-2CCF87DC,2246.04,87.47,485.99
SHP-486D7F5F4826,CTR-E6D007CFC8,2026-05-29 22:31:06,2026-05-29,22:31:06,Seafood,Salmon,Cold Storage Container,Bhubaneswar,Bhopal,Road,21.61051,81.732679,-7.03,43.45,74.86,109.49,4.388,0.81,Warning,Cloudy,DRV-6F33D0FE,RTE-5A632FA4,479.67,26.89,91.36
SHP-5143AB460A18,CTR-F2CF96BAAA,2026-06-24 17:50:06,2026-06-24,17:50:06,Frozen Foods,Frozen Pizza,Cold Storage Container,Srinagar,Jaipur,Road,30.595918,76.087626,0.92,43.73,32.07,295.22,11.477,25.64,Warning,Clear,DRV-874401FD,RTE-1A03FFC3,1551.12,33.27,350.25
SHP-1B21BF31A748,CTR-A7D56079F3,2026-05-30 20:50:06,2026-05-30,20:50:06,Fresh Fruits,Banana,Insulated Container,Kanpur,Chandigarh,Sea,28.630396,78.143354,-8.76,64.41,83.45,109.24,6.561,2.99,Warning,Cold Wave,DRV-3CF65C00,RTE-3D04E68E,1727.25,66.17,301.31
SHP-5377EE2ED19B,CTR-7A4E29A1BF,2026-07-14 23:05:06,2026-07-14,23:05:06,Fresh Fruits,Apple,Insulated Container,Varanasi,Surat,Road,22.869911,77.790605,-4.14,50.41,0.0,39.74,10.949,24.11,Inactive,Heatwave,DRV-6C20F88C,RTE-9769F159,157.78,38.41,10.3
SHP-9EB2B154CE78,CTR-4B9FFE91E3,2026-07-03 06:43:06,2026-07-03,06:43:06,Dairy Products,Milk,Mini Reefer Truck,Hyderabad,Mumbai,Road,18.526081,75.803829,4.16,51.77,78.68,113.43,1.268,0.0,Active,Rain,DRV-D24D336F,RTE-AADDD272,1052.45,26.88,123.56
SHP-742F5163A50C,CTR-14767C0AE0,2026-07-07 05:48:06,2026-07-07,05:48:06,Dairy Products,Curd,Refrigerated Van,Hyderabad,Bhubaneswar,Air,18.220598,82.017331,1.15,26.58,66.61,22.87,2.033,0.23,Warning,Cold Wave,DRV-7C90802D,RTE-7A323614,1382.32,19.24,189.7
SHP-35639A2E7C58,CTR-E5BF2A9B2C,2026-06-14 21:43:06,2026-06-14,21:43:06,Dairy Products,Paneer,Cold Storage Container,Ahmedabad,Kanpur,Air,24.520628,75.956434,-2.79,45.29,41.06,84.22,5.69,3.66,Active,Storm,DRV-43BF11EF,RTE-C5F32BC4,1062.45,1.0,226.55
SHP-04775831069D,CTR-C86A709123,2026-06-17 00:33:06,2026-06-17,00:33:06,Seafood,Prawns,Refrigerated Truck,Indore,Patna,Road,23.90809,80.746306,-1.71,58.44,45.53,144.59,4.304,0.0,Active,Rain,DRV-3A2D93E8,RTE-741BDC2D,792.97,28.48,152.78
SHP-B8C9C602CC73,CTR-D7EB37CE7C,2026-06-27 00:55:06,2026-06-27,00:55:06,Fresh Vegetables,Tomato,Mini Reefer Truck,Patna,Hyderabad,Sea,21.92104,81.282958,3.29,42.62,58.29,233.33,4.797,4.56,Warning,Cold Wave,DRV-21EA8E82,RTE-89119E90,2126.53,59.36,266.82
SHP-5BD222C84C1D,CTR-638EAEFA5E,2026-07-06 01:35:06,2026-07-06,01:35:06,Dairy Products,Paneer,Insulated Container,Gurugram,Bengaluru,Rail,20.475096,77.825134,-1.16,69.53,28.56,189.4,7.341,0.0,Active,Cloudy,DRV-751CB2EB,RTE-412335CD,1153.58,46.51,199.71
SHP-2FD628BB51A6,CTR-C3FA3573F3,2026-07-09 19:11:06,2026-07-09,19:11:06,Seafood,Fish,Refrigerated Van,Surat,Ranchi,Road,22.741624,79.267441,5.38,41.34,71.31,1.0,5.733,3.95,Warning,Clear,DRV-AD670940,RTE-1F66D8DD,987.3,38.0,133.3
SHP-16A5FD036052,CTR-18A46BB08E,2026-05-21 01:13:06,2026-05-21,01:13:06,Medicines,Paracetamol Syrup,Cold Storage Container,Coimbatore,Ranchi,Road,17.085191,81.811441,-0.0,47.94,72.12,149.43,9.055,1.18,Active,Cloudy,DRV-1F2A3353,RTE-94F2DDF5,901.67,21.54,198.77
SHP-5635D28479F3,CTR-1F3AE56DF7,2026-06-28 19:03:06,2026-06-28,19:03:06,Fresh Vegetables,Onion,Cold Storage Container,Bhubaneswar,Siliguri,Rail,23.085183,87.415425,0.98,45.78,92.44,62.78,8.885,4.28,Warning,Fog,DRV-F197B42D,RTE-188F655E,1223.15,44.69,281.61
SHP-C632FDBB78CE,CTR-32F4F434A5,2026-05-26 12:42:06,2026-05-26,12:42:06,Fresh Vegetables,Onion,Insulated Container,Srinagar,Jaipur,Rail,29.947636,75.657879,3.88,51.18,55.41,66.98,2.122,50.08,Warning,Cloudy,DRV-955EC2D5,RTE-9810A785,1058.35,58.48,183.11
SHP-D70512A541FB,CTR-59832534A2,2026-06-06 06:09:06,2026-06-06,06:09:06,Fresh Fruits,Banana,Insulated Container,Indore,Kanpur,Rail,23.922053,78.478131,0.31,45.39,69.68,58.42,0.434,0.0,Active,Heatwave,DRV-2957864A,RTE-41C9E37D,920.14,61.51,161.25
SHP-35DF68869A68,CTR-98EFB4503C,2026-07-08 17:54:06,2026-07-08,17:54:06,Fresh Vegetables,Lettuce,Insulated Container,Kolkata,Ranchi,Air,22.547227,87.030354,-2.41,48.05,73.5,35.37,1.998,24.95,Warning,Cloudy,DRV-9476FA96,RTE-92F34272,1861.12,17.53,293.7
SHP-9FDA0B029068,CTR-8F7073EC97,2026-06-04 00:16:06,2026-06-04,00:16:06,Fresh Vegetables,Onion,Reefer Trailer,Coimbatore,Delhi,Air,19.251633,77.614312,-0.26,48.3,61.53,26.08,1.88,0.0,Active,Rain,DRV-91C7EB94,RTE-9C89BF61,1254.84,1.0,240.94
SHP-71E052A2171B,CTR-8510AE79DD,2026-07-06 18:56:06,2026-07-06,18:56:06,Medicines,Insulin,Refrigerated Van,Coimbatore,Varanasi,Air,17.827496,79.714084,-0.09,44.71,70.33,144.69,5.075,22.27,Warning,Storm,DRV-1EA9D465,RTE-1994A980,1769.71,11.11,270.9
SHP-7F34F3F688D7,CTR-CE32536B3B,2026-06-16 18:15:06,2026-06-16,18:15:06,Seafood,Fish,Mini Reefer Truck,Bhubaneswar,Durgapur,Sea,22.391399,86.254839,-3.28,53.49,51.6,0.61,5.026,2.27,Active,Fog,DRV-74F601D0,RTE-E452DAAD,2013.7,83.74,256.62
SHP-58498D779569,CTR-DC4789BBEA,2026-06-02 22:32:06,2026-06-02,22:32:06,Fresh Vegetables,Onion,Insulated Container,Indore,Gurugram,Road,25.543454,76.173153,-0.61,58.81,86.21,100.09,4.103,2.81,Active,Heatwave,DRV-D0E0F914,RTE-1069BC65,634.61,31.76,97.98
SHP-CA11E49FE9F6,CTR-9B62C6AD33,2026-06-09 00:50:06,2026-06-09,00:50:06,Fresh Vegetables,Tomato,Refrigerated Truck,Indore,Guwahati,Air,24.816071,83.335951,-1.78,49.36,6.73,16.53,6.744,8.88,Inactive,Cold Wave,DRV-DCD585A4,RTE-A790EA43,1631.22,1.0,298.09
SHP-145389B6FE5B,CTR-F96C4DA927,2026-06-20 19:50:06,2026-06-20,19:50:06,Vaccines,Polio Vaccine,Cold Storage Container,Chennai,Visakhapatnam,Sea,15.459029,82.145168,2.22,46.9,93.36,277.05,20.0,25.81,Warning,Cloudy,DRV-C5A2B97D,RTE-DDB6BB6B,2172.63,82.89,538.24
SHP-A30AF52FC4CF,CTR-2D6B4F59CF,2026-07-04 21:20:06,2026-07-04,21:20:06,Fresh Vegetables,Tomato,Mini Reefer Truck,Indore,Chandigarh,Sea,26.80453,76.515417,0.08,67.74,69.63,115.02,4.033,0.28,Active,Heatwave,DRV-1F2FD2AF,RTE-4A2AF9E0,2252.78,84.47,310.42
SHP-8B6CE0137BEA,CTR-2001D6C1EB,2026-06-25 08:11:06,2026-06-25,08:11:06,Chocolate,Chocolate,Reefer Trailer,Pune,Gurugram,Rail,24.277633,75.753764,-0.68,51.23,81.82,114.44,5.867,4.59,Warning,Heatwave,DRV-5CC2C001,RTE-1BF6F386,1383.4,48.08,277.03
SHP-147DBF68875D,CTR-32372F29C6,2026-07-14 23:22:06,2026-07-14,23:22:06,Vaccines,COVID-19 Vaccine,Insulated Container,Kanpur,Hyderabad,Rail,22.186667,79.211871,-0.25,47.79,69.39,17.12,4.796,1.95,Active,Cold Wave,DRV-F72C305B,RTE-33618B89,515.81,36.94,72.25
SHP-17F78DF12DA6,CTR-B8A7D34F56,2026-07-11 01:04:06,2026-07-11,01:04:06,Fresh Fruits,Orange,Cold Storage Container,Gurugram,Bengaluru,Air,21.365214,77.353479,0.54,50.75,69.65,206.41,2.971,0.36,Active,Clear,DRV-41CCE77D,RTE-D269E34A,1690.83,1.0,365.22
SHP-4AC21FAAB452,CTR-94FC2070BB,2026-07-04 04:21:06,2026-07-04,04:21:06,Frozen Foods,Frozen French Fries,Refrigerated Van,Chandigarh,Chennai,Road,21.51673,77.821226,1.48,82.15,8.49,178.16,7.389,5.15,Inactive,Heatwave,DRV-8B5F172B,RTE-F8F39195,768.33,39.38,100.3
SHP-93D7D5A61057,CTR-192E4C3E6A,2026-06-25 04:00:06,2026-06-25,04:00:06,Fresh Vegetables,Tomato,Insulated Container,Durgapur,Coimbatore,Road,16.786014,82.446743,-2.4,40.35,71.37,111.95,3.877,2.49,Active,Cold Wave,DRV-B2DDFA17,RTE-F458239C,1217.39,30.25,217.28
SHP-B7B4AC450EC1,CTR-81D1E01AC8,2026-06-06 08:55:06,2026-06-06,08:55:06,Fresh Vegetables,Onion,Insulated Container,Nagpur,Surat,Road,20.79205,75.903587,-2.5,55.54,73.66,81.42,2.456,5.65,Warning,Clear,DRV-B2950803,RTE-EDA35F62,689.13,35.48,121.43
SHP-A43E45A5921E,CTR-54B888B0EE,2026-06-13 17:38:06,2026-06-13,17:38:06,Seafood,Prawns,Insulated Container,Lucknow,Delhi,Sea,28.442582,78.384156,2.65,36.37,60.98,47.89,2.621,4.55,Warning,Heatwave,DRV-E7454EB7,RTE-B701AF75,2287.73,70.46,376.15
SHP-57523AE73359,CTR-072BF2ABD1,2026-05-27 02:44:06,2026-05-27,02:44:06,Bakery Products,Bread,Insulated Container,Hyderabad,Varanasi,Sea,21.607897,80.991071,-0.99,58.48,68.56,298.61,9.281,1.32,Active,Heatwave,DRV-D513EC86,RTE-5C0FA887,2462.32,64.01,443.44
SHP-71B956B68F21,CTR-16299B6D9D,2026-06-11 10:21:06,2026-06-11,10:21:06,Seafood,Prawns,Mini Reefer Truck,Durgapur,Hyderabad,Sea,21.10959,82.674101,-3.4,80.2,62.98,239.41,7.26,2.46,Warning,Rain,DRV-525BB793,RTE-8EB82B40,2230.04,76.45,318.6
SHP-8B003D6CC401,CTR-CCE1DD4FB4,2026-07-14 13:39:06,2026-07-14,13:39:06,Frozen Foods,Frozen Pizza,Refrigerated Truck,Delhi,Bengaluru,Sea,20.165376,77.069793,1.07,62.82,96.45,52.3,3.254,2.79,Active,Rain,DRV-A53FF196,RTE-E3201DD9,2099.94,80.4,391.52
SHP-854D56032F35,CTR-C635D104E7,2026-06-14 12:48:06,2026-06-14,12:48:06,Fresh Vegetables,Carrot,Insulated Container,Mumbai,Guwahati,Road,23.223694,82.125387,1.11,51.23,68.97,280.88,6.664,5.04,Warning,Clear,DRV-626B8429,RTE-46F7602A,887.24,43.89,157.75
SHP-64CC337A2DDC,CTR-B56353D1F0,2026-05-26 19:18:06,2026-05-26,19:18:06,Bakery Products,Bread,Insulated Container,Delhi,Srinagar,Road,32.116469,76.016815,-9.72,45.96,87.77,92.12,4.839,3.3,Warning,Heatwave,DRV-BA26BFDC,RTE-8E8A799C,898.53,39.76,164.82
SHP-F7FDCD6CDD9D,CTR-483798A8B1,2026-06-28 02:18:06,2026-06-28,02:18:06,Vaccines,Polio Vaccine,Reefer Trailer,Ahmedabad,Indore,Rail,23.206552,74.860745,0.55,63.33,67.75,49.96,5.942,2.88,Active,Storm,DRV-B2A1B4B4,RTE-F436D47F,941.9,41.69,188.35
SHP-B707F30A42C2,CTR-BBC7F2DA09,2026-07-16 17:41:06,2026-07-16,17:41:06,Fresh Vegetables,Tomato,Mini Reefer Truck,Bhopal,Durgapur,Road,23.361909,82.51607,1.77,48.19,72.98,36.6,2.906,2.28,Active,Rain,DRV-AAC34E85,RTE-6E41242D,1156.1,42.36,141.18
SHP-476FECB1010F,CTR-CAB1C62B25,2026-07-11 00:43:06,2026-07-11,00:43:06,Fresh Fruits,Banana,Cold Storage Container,Ahmedabad,Gurugram,Sea,25.081833,74.3172,0.9,44.34,54.8,111.25,1.935,2.52,Active,Heatwave,DRV-2BEBEA7F,RTE-ECEBDB07,1944.26,73.81,419.11
SHP-691F7C2CA70D,CTR-0D0F911B0F,2026-06-05 10:12:06,2026-06-05,10:12:06,Fresh Vegetables,Potato,Refrigerated Truck,Kolkata,Indore,Sea,23.392966,82.2079,1.52,47.91,64.86,22.0,3.859,4.69,Warning,Fog,DRV-41520254,RTE-CA5D5B8F,1606.56,66.26,282.6
SHP-FE5DF1D43092,CTR-53103A1BFE,2026-06-16 05:08:06,2026-06-16,05:08:06,Ice Cream,Ice Cream,Cold Storage Container,Asansol,Kochi,Air,17.148051,80.889754,-3.37,51.43,72.42,286.77,2.254,2.61,Active,Heatwave,DRV-6D68CAA3,RTE-0A044C63,1740.26,8.75,391.49
SHP-5B1B00C44F03,CTR-E7ECBD7916,2026-06-20 20:11:06,2026-06-20,20:11:06,Fresh Vegetables,Lettuce,Cold Storage Container,Durgapur,Siliguri,Road,25.795682,87.548884,0.79,44.48,88.24,63.19,2.106,1.97,Active,Storm,DRV-C96AFBB6,RTE-E0AA2F08,879.48,5.84,186.86
SHP-CCE214F2DB43,CTR-67EF066D92,2026-06-03 20:25:06,2026-06-03,20:25:06,Dairy Products,Curd,Refrigerated Van,Kolkata,Hyderabad,Road,19.962693,83.816325,-0.73,44.19,23.0,60.46,1.345,12.35,Warning,Cold Wave,DRV-EB36BC8D,RTE-7AF3485C,751.94,39.38,123.91
SHP-ADF2C8720BBD,CTR-0B01D4C1FB,2026-06-05 02:26:06,2026-06-05,02:26:06,Vaccines,Polio Vaccine,Refrigerated Van,Patna,Bhopal,Rail,23.656396,81.569998,-2.38,33.24,85.91,42.91,0.438,1.71,Active,Storm,DRV-AEEE5955,RTE-825544E0,1216.32,57.62,192.7
SHP-B7CB4F79F416,CTR-644322D198,2026-06-03 04:19:06,2026-06-03,04:19:06,Fresh Vegetables,Potato,Cold Storage Container,Srinagar,Ranchi,Rail,28.482505,79.737172,2.09,65.19,77.37,55.99,3.302,0.36,Active,Storm,DRV-FEDB15AA,RTE-58D27756,1047.44,46.34,227.43
SHP-FF3EC74EBAE6,CTR-A9E6CD110B,2026-07-18 15:43:06,2026-07-18,15:43:06,Vaccines,Polio Vaccine,Reefer Trailer,Bhopal,Noida,Sea,26.691291,78.167541,3.55,63.73,88.72,212.26,10.493,10.5,Warning,Clear,DRV-27D78EF2,RTE-DFDBFB12,1866.97,69.95,416.54
SHP-16BC91A3EC42,CTR-6E2F0F4CFE,2026-07-03 17:47:06,2026-07-03,17:47:06,Dairy Products,Milk,Refrigerated Van,Pune,Bhubaneswar,Air,19.049655,79.139816,4.31,51.67,69.32,125.28,8.765,5.0,Warning,Cold Wave,DRV-60B655B9,RTE-805F3628,1184.61,1.0,174.15
SHP-BD004FEE828C,CTR-DD93D771B4,2026-07-09 10:21:06,2026-07-09,10:21:06,Fresh Vegetables,Carrot,Refrigerated Van,Gurugram,Bhopal,Road,25.471987,77.039073,3.16,70.44,97.49,137.69,14.121,2.27,Warning,Cold Wave,DRV-8E6B0B9B,RTE-9B091343,578.71,51.09,96.34
SHP-F741CD1D27E8,CTR-30E6F1A529,2026-07-07 23:23:06,2026-07-07,23:23:06,Dairy Products,Curd,Refrigerated Van,Chennai,Kolkata,Road,18.627573,85.101879,-0.26,65.75,64.42,108.82,2.024,3.73,Active,Storm,DRV-6BF0806A,RTE-BB37929E,782.36,38.2,128.46
SHP-215ED7F5AA08,CTR-65732375A5,2026-07-16 12:41:06,2026-07-16,12:41:06,Fresh Vegetables,Lettuce,Refrigerated Van,Patna,Varanasi,Air,26.166469,84.774336,0.85,52.82,61.19,236.06,7.731,0.0,Active,Cloudy,DRV-A2180134,RTE-3832FBB3,1371.63,1.0,198.65
SHP-8B179E38BE33,CTR-BB4C78D6B7,2026-05-26 07:08:06,2026-05-26,07:08:06,Meat,Chicken,Refrigerated Truck,Coimbatore,Kochi,Road,10.034932,76.358408,1.84,52.19,56.08,74.51,4.372,3.51,Active,Cloudy,DRV-ACF75FD3,RTE-BC6944A0,1084.03,14.28,190.4
SHP-F45E739DECD1,CTR-E6A99EA389,2026-07-11 21:05:06,2026-07-11,21:05:06,Medicines,Insulin,Cold Storage Container,Hyderabad,Chandigarh,Rail,23.887705,77.052667,0.29,49.34,96.81,295.56,2.625,16.39,Warning,Clear,DRV-AB787201,RTE-986729E4,961.3,47.45,215.84
SHP-DB9883AA19EA,CTR-F1AE05D3EA,2026-05-23 23:22:06,2026-05-23,23:22:06,Frozen Foods,Frozen Meat,Refrigerated Truck,Srinagar,Kanpur,Air,30.634623,77.597749,0.31,46.18,79.42,101.41,9.683,1.83,Active,Cloudy,DRV-62ED923F,RTE-94C24542,1557.62,2.74,289.33
SHP-D54D890A6A8F,CTR-1B683756B0,2026-06-17 12:08:06,2026-06-17,12:08:06,Fresh Vegetables,Tomato,Mini Reefer Truck,Gurugram,Surat,Road,25.099642,75.525172,1.98,65.94,66.16,80.41,4.407,2.89,Active,Cloudy,DRV-53573B7C,RTE-BFD3EE4C,390.51,27.99,31.79
SHP-84FF1143D9EE,CTR-9735D6C9C1,2026-06-24 15:31:06,2026-06-24,15:31:06,Fresh Fruits,Apple,Mini Reefer Truck,Varanasi,Chandigarh,Rail,28.323887,79.744383,-0.14,61.07,41.48,91.56,0.837,13.04,Warning,Storm,DRV-7AB4768A,RTE-53F99A51,912.81,40.27,131.33
SHP-DD5FDBF4A82D,CTR-0ED6EF77AE,2026-06-10 10:51:06,2026-06-10,10:51:06,Seafood,Fish,Insulated Container,Varanasi,Chennai,Rail,19.316788,81.504644,-1.75,55.07,77.91,100.7,8.7,0.0,Active,Rain,DRV-E00A4053,RTE-D6190BE5,1342.51,35.86,239.4
SHP-2B64794CE921,CTR-990A18AB7C,2026-05-28 18:01:06,2026-05-28,18:01:06,Fresh Vegetables,Lettuce,Mini Reefer Truck,Patna,Durgapur,Sea,24.253362,86.39179,-0.99,53.12,92.61,32.42,6.337,4.08,Warning,Storm,DRV-94E52BBA,RTE-FC9F8915,2275.24,73.58,311.32
SHP-558AC36BA69D,CTR-81E266B120,2026-05-31 12:26:06,2026-05-31,12:26:06,Fresh Fruits,Apple,Refrigerated Truck,Delhi,Srinagar,Road,31.267471,75.413985,1.52,51.81,0.0,141.41,5.296,2.99,Inactive,Heatwave,DRV-7F833C34,RTE-E8A378F0,1090.11,34.67,188.25
SHP-82624183E51B,CTR-DDF8928968,2026-07-08 11:02:06,2026-07-08,11:02:06,Fresh Fruits,Banana,Insulated Container,Kolkata,Durgapur,Air,23.286756,87.965999,0.01,39.89,66.95,98.63,1.667,2.1,Active,Clear,DRV-5171F1B0,RTE-4848D9CB,1697.78,8.28,264.35
SHP-E65E64C041DE,CTR-3126A64641,2026-06-08 02:29:06,2026-06-08,02:29:06,Fresh Vegetables,Tomato,Cold Storage Container,Chennai,Bengaluru,Rail,13.321628,78.456346,0.82,58.08,64.68,82.87,5.767,1.05,Active,Rain,DRV-6F67C259,RTE-46107F44,1208.6,32.97,276.36
SHP-4FAB7044F34A,CTR-F6D1763232,2026-06-07 14:24:06,2026-06-07,14:24:06,Frozen Foods,Frozen Pizza,Mini Reefer Truck,Indore,Chandigarh,Rail,26.147425,76.620201,1.61,49.32,47.3,144.29,12.846,0.25,Active,Cloudy,DRV-A1C05128,RTE-49852A12,440.43,51.78,49.75
SHP-77667563574F,CTR-A38811F657,2026-07-14 09:10:06,2026-07-14,09:10:06,Fresh Vegetables,Onion,Refrigerated Van,Coimbatore,Guwahati,Sea,19.218479,85.0013,-0.9,42.0,82.19,61.3,6.21,2.96,Active,Storm,DRV-E0AD25D1,RTE-D6F33A87,2307.8,76.76,342.55
SHP-E001D36C3BE4,CTR-F3F8BAC6ED,2026-05-28 14:42:06,2026-05-28,14:42:06,Frozen Foods,Frozen Meat,Mini Reefer Truck,Srinagar,Siliguri,Air,30.293503,82.259653,1.81,58.56,66.89,84.19,1.152,5.18,Warning,Clear,DRV-33703628,RTE-47B33A9D,1368.77,24.9,194.06
SHP-DB7E118A9CDF,CTR-E243C8B977,2026-07-13 21:31:06,2026-07-13,21:31:06,Dairy Products,Milk,Reefer Trailer,Chennai,Delhi,Sea,21.28038,78.989821,0.91,54.5,32.31,67.45,6.557,2.93,Active,Heatwave,DRV-D5E5781F,RTE-D3CAB59B,2085.03,76.21,417.17
SHP-E23E0F038CF4,CTR-09CCDB0448,2026-07-14 05:43:06,2026-07-14,05:43:06,Chocolate,Chocolate,Refrigerated Van,Noida,Mumbai,Rail,23.909501,74.587227,-2.96,40.9,97.14,147.28,6.257,0.39,Active,Heatwave,DRV-E1121C16,RTE-88ABFC94,1248.66,65.19,182.09
SHP-89615C183A5C,CTR-2FD8229DB7,2026-06-24 21:27:06,2026-06-24,21:27:06,Vaccines,Polio Vaccine,Refrigerated Van,Bengaluru,Jaipur,Road,19.250502,76.743688,3.46,62.8,65.94,247.93,8.18,2.96,Active,Fog,DRV-96FD6ABF,RTE-67E555BF,770.74,29.47,117.09
SHP-B9F3492222EF,CTR-717CC0735D,2026-05-29 21:53:06,2026-05-29,21:53:06,Medicines,Insulin,Refrigerated Van,Varanasi,Visakhapatnam,Air,21.853305,82.590816,-1.2,54.74,65.16,75.39,6.131,2.51,Active,Clear,DRV-6F9C8087,RTE-93AE2685,1125.46,25.52,172.95
SHP-941B1C49FC34,CTR-864497B583,2026-05-29 07:58:06,2026-05-29,07:58:06,Fresh Fruits,Orange,Insulated Container,Asansol,Patna,Road,25.182786,85.494137,-10.59,49.93,71.36,112.38,2.113,26.64,Warning,Fog,DRV-CBD39CA6,RTE-0E625EFE,955.35,40.53,150.46
SHP-4B0962D2C1DF,CTR-F3267DD2DC,2026-06-06 01:31:06,2026-06-06,01:31:06,Seafood,Prawns,Mini Reefer Truck,Varanasi,Kolkata,Road,23.192273,85.3788,-2.51,80.44,81.35,244.73,5.083,24.07,Critical,Heatwave,DRV-1E291B38,RTE-827153D4,1629.18,39.25,213.47
SHP-C7E8BB5B2C89,CTR-3B1C96746B,2026-06-23 15:00:06,2026-06-23,15:00:06,Medicines,Paracetamol Syrup,Refrigerated Van,Bhubaneswar,Coimbatore,Sea,16.413084,82.128064,-2.45,57.55,8.8,8.06,3.913,0.0,Inactive,Cloudy,DRV-82EF1C17,RTE-C17D921A,1874.42,70.04,270.33
SHP-80EB071054E5,CTR-0CCAB921CE,2026-05-29 04:44:06,2026-05-29,04:44:06,Vaccines,BCG Vaccine,Insulated Container,Mumbai,Varanasi,Rail,21.882157,78.318776,1.37,64.02,62.74,105.59,5.548,23.45,Warning,Storm,DRV-182E27DD,RTE-96688881,856.3,44.04,141.59
SHP-DE1980416633,CTR-F5B046A68C,2026-06-16 07:40:06,2026-06-16,07:40:06,Vaccines,Polio Vaccine,Reefer Trailer,Bhubaneswar,Kochi,Road,15.628368,81.264856,-0.66,45.25,82.16,29.66,9.928,0.99,Active,Cloudy,DRV-9D47B31F,RTE-F5827438,749.35,30.13,174.22
SHP-55930C4BC9CC,CTR-984F8810AF,2026-05-26 21:50:06,2026-05-26,21:50:06,Seafood,Salmon,Refrigerated Truck,Coimbatore,Asansol,Air,17.732243,81.413531,-1.36,54.19,74.35,2.96,2.78,3.78,Active,Heatwave,DRV-417B5DB1,RTE-83F921C8,1151.68,25.93,199.62
SHP-B32EE4F9C7B2,CTR-ED37B435C4,2026-06-21 09:32:06,2026-06-21,09:32:06,Meat,Mutton,Reefer Trailer,Kochi,Noida,Sea,18.734044,76.239623,1.49,62.63,46.49,46.89,15.556,2.3,Active,Cold Wave,DRV-BF6466F8,RTE-4E06C398,2274.71,69.75,504.91
SHP-49898E71C423,CTR-3F047BA8CB,2026-05-21 05:59:06,2026-05-21,05:59:06,Vaccines,Polio Vaccine,Cold Storage Container,Ranchi,Surat,Air,21.499067,79.847879,0.82,50.11,55.91,179.98,6.527,22.11,Warning,Heatwave,DRV-BB4A362E,RTE-2888EB92,1689.41,14.71,403.96
